Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
7,employee,,,no,5,6,18.0,,,1.0,2,terrace,,K.L,2.0,8978.0,776339.0,11436.0,Accept,9
7,employee,,14.0,yes,5,6,18.0,,,1.0,1,terrace,13.0,K.L,1.0,5861.0,668241.0,19083.0,Reject,6
7,employee,,17.0,no,5,6,18.0,3.0,,1.0,2,terrace,13.0,K.L,,10098.0,699544.0,17686.0,Reject,8
7,employee,136209.0,21.0,yes,5,6,18.0,,,,2,terrace,13.0,K.L,,10600.0,466172.0,16214.0,Reject,7
7,employee,162914.0,10.0,no,5,6,18.0,3.0,2.0,1.0,1,terrace,13.0,K.L,,12411.0,,,Accept,9
7,employee,207997.0,22.0,yes,5,6,18.0,3.0,,,3,terrace,13.0,K.L,1.0,10945.0,1449337.0,,Accept,8
7,employee,655882.0,18.0,no,5,6,18.0,,2.0,1.0,2,terrace,13.0,K.L,1.0,11287.0,737770.0,,Accept,9
7,employee,750638.0,,yes,5,6,18.0,3.0,2.0,1.0,1,terrace,,K.L,1.0,,441597.0,15880.0,Accept,7
7,employee,701044.0,15.0,no,5,6,18.0,3.0,,1.0,2,terrace,13.0,K.L,3.0,4248.0,1230574.0,,Accept,7
7,employee,,15.0,yes,5,6,18.0,3.0,,,2,terrace,,K.L,,11882.0,1330001.0,,Accept,9
7,employee,,12.0,no,5,6,,3.0,2.0,1.0,3,terrace,,K.L,3.0,6005.0,1340551.0,,Reject,7
7,employee,506709.0,13.0,yes,5,6,18.0,,2.0,,2,terrace,13.0,K.L,3.0,9460.0,565876.0,,Accept,7
7,employee,412164.0,21.0,no,5,6,,3.0,2.0,,1,terrace,13.0,K.L,2.0,6311.0,680759.0,19516.0,Accept,9
7,employee,212723.0,24.0,yes,5,6,,,2.0,1.0,1,terrace,13.0,K.L,3.0,11487.0,697464.0,19679.0,Accept,7
7,employee,269768.0,23.0,no,5,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,2.0,5714.0,1322578.0,10694.0,Reject,9
7,employee,403745.0,10.0,yes,5,6,,3.0,2.0,,3,terrace,13.0,K.L,3.0,9292.0,1063089.0,17212.0,Accept,6
7,employee,200659.0,20.0,no,5,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,3.0,11732.0,980742.0,,Accept,8
7,employee,,17.0,yes,5,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,1.0,,,,Accept,6
7,employee,309876.0,15.0,no,5,6,18.0,3.0,,,3,terrace,13.0,K.L,1.0,4295.0,1168699.0,,Accept,9
7,employee,543155.0,12.0,yes,5,6,,3.0,,1.0,1,terrace,13.0,K.L,1.0,,1403488.0,,Accept,8
7,employee,,,no,5,6,18.0,,2.0,,2,terrace,13.0,K.L,2.0,9953.0,844352.0,7740.0,Accept,6
5,Fresh_Graduate,216458.0,16.0,yes,5,6,19.0,,,4.0,1,terrace,10.0,N.Sembilan,3.0,,,7926.0,Accept,9
5,Fresh_Graduate,623552.0,12.0,no,5,6,,5.0,,4.0,3,terrace,10.0,N.Sembilan,1.0,8545.0,540066.0,,Accept,6
5,Fresh_Graduate,622793.0,,yes,5,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,,,611949.0,16955.0,Accept,9
5,Fresh_Graduate,614128.0,,no,5,6,,5.0,2.0,,3,terrace,10.0,N.Sembilan,3.0,11907.0,730342.0,15298.0,Accept,8
5,Fresh_Graduate,523931.0,,yes,5,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,2.0,3583.0,1288032.0,11932.0,Accept,7
5,Fresh_Graduate,578401.0,18.0,no,5,6,19.0,,2.0,4.0,1,terrace,,N.Sembilan,2.0,12443.0,,,Accept,8
5,Fresh_Graduate,,12.0,yes,5,6,19.0,,,4.0,2,terrace,10.0,N.Sembilan,,7560.0,469573.0,,Accept,8
5,Fresh_Graduate,,23.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,3.0,9448.0,1335415.0,16917.0,Accept,8
5,Fresh_Graduate,161167.0,,yes,5,6,19.0,,,,3,terrace,10.0,N.Sembilan,3.0,,449707.0,,Accept,8
5,Fresh_Graduate,,15.0,no,5,6,19.0,5.0,,4.0,2,terrace,,N.Sembilan,3.0,,1010822.0,15309.0,Accept,7
5,Fresh_Graduate,716090.0,20.0,yes,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,,7093.0,758699.0,,Accept,9
5,Fresh_Graduate,421516.0,13.0,no,5,6,19.0,5.0,,4.0,2,terrace,10.0,N.Sembilan,1.0,5109.0,1314643.0,,Accept,6
5,Fresh_Graduate,599579.0,,yes,5,6,,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,1.0,6641.0,991514.0,,Reject,6
5,Fresh_Graduate,570096.0,14.0,no,5,6,,,,4.0,2,terrace,10.0,N.Sembilan,,11648.0,,16522.0,Accept,6
5,Fresh_Graduate,108198.0,18.0,yes,5,6,19.0,5.0,2.0,4.0,2,terrace,,N.Sembilan,,9302.0,,,Accept,7
5,Fresh_Graduate,,21.0,no,5,6,19.0,,,4.0,2,terrace,10.0,N.Sembilan,3.0,9656.0,734627.0,,Accept,8
5,Fresh_Graduate,721169.0,,yes,5,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,,5310.0,849492.0,13360.0,Accept,6
5,Fresh_Graduate,686852.0,20.0,no,5,6,19.0,,,,1,terrace,10.0,N.Sembilan,3.0,,905244.0,10208.0,Accept,9
5,Fresh_Graduate,,23.0,yes,5,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,10795.0,1011030.0,19247.0,Reject,7
5,Fresh_Graduate,710414.0,19.0,no,5,6,,5.0,2.0,,2,terrace,10.0,N.Sembilan,,,429678.0,,Accept,9
5,Fresh_Graduate,559115.0,15.0,yes,5,6,19.0,,,,3,terrace,10.0,N.Sembilan,3.0,4438.0,1428997.0,18879.0,Accept,7
5,Fresh_Graduate,363415.0,,no,5,6,19.0,5.0,,,3,terrace,10.0,N.Sembilan,1.0,12526.0,843425.0,17384.0,Accept,8
5,Fresh_Graduate,435564.0,16.0,yes,5,6,19.0,5.0,,,3,terrace,10.0,N.Sembilan,1.0,7282.0,1049147.0,9537.0,Accept,6
5,Fresh_Graduate,603130.0,19.0,no,5,6,19.0,5.0,,4.0,1,terrace,10.0,N.Sembilan,1.0,11408.0,535965.0,,Reject,6
5,Fresh_Graduate,,22.0,yes,5,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,,1320898.0,,Accept,7
5,Fresh_Graduate,418995.0,10.0,no,5,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,8170.0,913324.0,16149.0,Accept,7
5,Fresh_Graduate,411718.0,18.0,yes,5,6,19.0,5.0,2.0,,1,terrace,10.0,N.Sembilan,3.0,,1361893.0,19814.0,Reject,7
5,Fresh_Graduate,,18.0,no,5,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,,10863.0,,,Reject,7
5,Fresh_Graduate,166051.0,18.0,yes,5,6,19.0,,,4.0,1,terrace,10.0,N.Sembilan,3.0,12561.0,801445.0,10840.0,Reject,6
5,Fresh_Graduate,247708.0,15.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,,1344087.0,18239.0,Accept,8
5,Fresh_Graduate,,24.0,yes,5,6,,,,4.0,1,terrace,,N.Sembilan,1.0,6947.0,1204044.0,,Accept,8
5,Fresh_Graduate,,,no,5,6,,,2.0,4.0,3,terrace,10.0,N.Sembilan,,10297.0,1320706.0,,Reject,8
5,Fresh_Graduate,691805.0,21.0,yes,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,8637.0,1274988.0,14922.0,Accept,9
5,Fresh_Graduate,545974.0,11.0,no,5,6,19.0,5.0,2.0,,3,terrace,10.0,N.Sembilan,2.0,6008.0,862358.0,13025.0,Accept,9
5,Fresh_Graduate,,23.0,yes,5,6,,,2.0,,2,terrace,10.0,N.Sembilan,2.0,12078.0,1095885.0,12181.0,Accept,9
5,Fresh_Graduate,330320.0,20.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,3746.0,816003.0,18969.0,Accept,8
5,Fresh_Graduate,148051.0,18.0,yes,5,6,19.0,5.0,,4.0,3,terrace,10.0,N.Sembilan,1.0,,862236.0,19575.0,Accept,6
5,Fresh_Graduate,,12.0,no,5,6,19.0,5.0,,4.0,1,terrace,10.0,N.Sembilan,2.0,8648.0,465076.0,,Accept,9
5,Fresh_Graduate,458732.0,21.0,yes,5,6,19.0,5.0,,4.0,2,terrace,10.0,N.Sembilan,1.0,7355.0,523248.0,17939.0,Reject,8
5,Fresh_Graduate,380989.0,12.0,no,5,6,19.0,,,4.0,1,terrace,10.0,N.Sembilan,3.0,4005.0,781768.0,18082.0,Accept,8
5,Fresh_Graduate,274777.0,20.0,yes,5,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,,,919532.0,19747.0,Accept,8
5,Fresh_Graduate,,15.0,no,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,,,1181659.0,14120.0,Accept,9
5,Fresh_Graduate,355102.0,12.0,yes,5,6,19.0,,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,9860.0,969909.0,10374.0,Accept,9
5,Fresh_Graduate,717087.0,15.0,no,5,6,19.0,,,4.0,2,terrace,10.0,N.Sembilan,3.0,8088.0,1348953.0,,Accept,9
5,Fresh_Graduate,796753.0,17.0,yes,5,6,,5.0,2.0,,2,terrace,10.0,N.Sembilan,2.0,8478.0,,,Accept,6
5,Fresh_Graduate,568218.0,23.0,no,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,2.0,6416.0,1227607.0,18770.0,Reject,9
5,Fresh_Graduate,530875.0,13.0,yes,5,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,2.0,3672.0,423118.0,16919.0,Reject,9
5,Fresh_Graduate,371203.0,14.0,no,5,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,,755485.0,,Accept,9
5,Fresh_Graduate,773450.0,17.0,yes,5,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,10007.0,1018954.0,10787.0,Accept,9
5,Fresh_Graduate,463641.0,24.0,no,5,6,,5.0,2.0,,1,terrace,10.0,N.Sembilan,,5320.0,1138181.0,17716.0,Reject,8
5,Fresh_Graduate,557301.0,,yes,5,6,,,2.0,,3,terrace,10.0,N.Sembilan,3.0,7600.0,1203974.0,16414.0,Accept,8
5,Fresh_Graduate,189047.0,11.0,no,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,2.0,,1283399.0,,Accept,9
5,Fresh_Graduate,294397.0,,yes,5,6,19.0,,2.0,,2,terrace,10.0,N.Sembilan,2.0,6067.0,778833.0,,Accept,9
5,Fresh_Graduate,384163.0,11.0,no,5,6,19.0,5.0,,4.0,2,terrace,,N.Sembilan,,6492.0,629335.0,,Reject,8
5,Fresh_Graduate,453067.0,14.0,yes,5,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,,9973.0,900113.0,15194.0,Accept,7
5,Fresh_Graduate,456404.0,14.0,no,5,6,19.0,5.0,2.0,,1,terrace,10.0,N.Sembilan,,,523732.0,7609.0,Accept,8
5,Fresh_Graduate,556806.0,24.0,yes,5,6,19.0,5.0,2.0,,2,terrace,10.0,N.Sembilan,,8075.0,446613.0,,Accept,7
5,Fresh_Graduate,381842.0,15.0,no,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,1.0,8837.0,753999.0,9073.0,Accept,8
5,Fresh_Graduate,,19.0,yes,5,6,19.0,5.0,,4.0,3,terrace,10.0,N.Sembilan,3.0,10767.0,462165.0,12547.0,Accept,7
5,Fresh_Graduate,102930.0,11.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,10133.0,628838.0,13988.0,Accept,9
5,Fresh_Graduate,292538.0,,yes,5,6,19.0,5.0,,4.0,3,terrace,10.0,N.S,3.0,9480.0,930501.0,,Accept,7
5,Fresh_Graduate,,12.0,no,5,6,,,2.0,,3,terrace,10.0,N.S,,,1026037.0,8144.0,Accept,6
5,Fresh_Graduate,701734.0,22.0,yes,5,6,19.0,,2.0,4.0,3,terrace,,N.S,3.0,,1081433.0,,Reject,7
5,Fresh_Graduate,348196.0,21.0,no,5,6,19.0,,2.0,,1,terrace,10.0,N.S,1.0,,,9187.0,Accept,6
5,Fresh_Graduate,724489.0,19.0,yes,5,6,19.0,5.0,,4.0,1,terrace,10.0,N.S,,,421997.0,,Accept,6
5,Fresh_Graduate,777450.0,18.0,no,5,6,,,2.0,4.0,1,terrace,10.0,N.S,,,,13572.0,Reject,7
5,Fresh_Graduate,236686.0,22.0,yes,5,6,19.0,5.0,,4.0,3,terrace,10.0,N.S,,3824.0,850154.0,8536.0,Accept,9
5,Fresh_Graduate,123998.0,24.0,no,5,6,19.0,,,4.0,2,terrace,10.0,N.S,3.0,8586.0,489201.0,10347.0,Accept,7
5,Fresh_Graduate,564449.0,22.0,yes,5,6,19.0,,,4.0,1,terrace,10.0,N.S,,,762381.0,16933.0,Reject,9
5,Fresh_Graduate,147091.0,,no,5,6,,5.0,,4.0,3,terrace,10.0,N.S,2.0,,728468.0,,Accept,7
5,Fresh_Graduate,192185.0,22.0,yes,5,6,,5.0,2.0,4.0,2,terrace,10.0,N.S,1.0,8596.0,445421.0,13000.0,Accept,7
5,Fresh_Graduate,,,no,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,3.0,,935389.0,,Reject,7
5,Fresh_Graduate,148232.0,10.0,yes,5,6,,5.0,2.0,4.0,2,terrace,10.0,N.S,2.0,,937368.0,9021.0,Accept,9
5,Fresh_Graduate,690811.0,17.0,no,5,6,,,2.0,4.0,1,terrace,10.0,N.S,2.0,,654749.0,,Accept,6
5,Fresh_Graduate,584859.0,11.0,yes,5,6,19.0,,,,1,terrace,,N.S,,5096.0,1446612.0,9832.0,Accept,9
5,Fresh_Graduate,485602.0,21.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,11544.0,633199.0,18432.0,Accept,7
5,Fresh_Graduate,,20.0,yes,5,6,,5.0,2.0,4.0,2,terrace,,N.S,1.0,6231.0,1030387.0,,Accept,9
5,Fresh_Graduate,,10.0,no,5,6,19.0,,2.0,4.0,2,terrace,10.0,N.S,,,1372601.0,,Accept,7
5,Fresh_Graduate,460499.0,20.0,yes,5,6,,5.0,2.0,,1,terrace,10.0,N.S,1.0,6920.0,765807.0,10260.0,Accept,8
5,Fresh_Graduate,554317.0,12.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,1.0,,626260.0,18294.0,Accept,7
5,Fresh_Graduate,769546.0,12.0,yes,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,6346.0,426976.0,8450.0,Accept,7
5,Fresh_Graduate,266135.0,11.0,no,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,,581160.0,11037.0,Accept,6
5,Fresh_Graduate,401643.0,,yes,5,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,,,770693.0,16950.0,Reject,7
5,Fresh_Graduate,465188.0,14.0,no,5,6,,,,4.0,2,terrace,,N.S,1.0,8235.0,742590.0,17411.0,Reject,6
5,Fresh_Graduate,606920.0,18.0,yes,5,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,,12147.0,1117309.0,,Accept,9
5,Fresh_Graduate,536137.0,15.0,no,5,6,19.0,,2.0,4.0,3,terrace,10.0,N.S,2.0,8109.0,978529.0,,Accept,6
5,Fresh_Graduate,285205.0,,yes,5,6,19.0,,2.0,4.0,3,terrace,10.0,N.S,,6408.0,,,Accept,9
5,Fresh_Graduate,453561.0,,no,5,6,19.0,,2.0,,1,terrace,,N.S,,7091.0,725578.0,,Accept,9
5,Fresh_Graduate,228535.0,24.0,yes,5,6,,,2.0,,3,terrace,10.0,N.S,3.0,,1384073.0,,Accept,7
5,Fresh_Graduate,473380.0,20.0,no,5,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.S,,5200.0,,19806.0,Reject,8
5,Fresh_Graduate,263219.0,,yes,5,6,19.0,5.0,,4.0,2,terrace,,N.S,,5504.0,701420.0,13768.0,Reject,8
5,Fresh_Graduate,458569.0,21.0,no,5,6,,5.0,,4.0,1,terrace,10.0,N.S,2.0,6979.0,1294186.0,,Accept,9
5,Fresh_Graduate,,,yes,5,6,,5.0,2.0,,1,terrace,,N.S,,12198.0,1103409.0,,Reject,7
5,Fresh_Graduate,691624.0,,no,5,6,19.0,,2.0,4.0,2,terrace,10.0,N.S,3.0,11737.0,1181250.0,,Reject,6
5,Fresh_Graduate,518115.0,12.0,yes,5,6,19.0,,2.0,,3,terrace,10.0,N.S,3.0,4867.0,1350172.0,,Accept,8
5,Fresh_Graduate,340079.0,12.0,no,5,6,19.0,5.0,,4.0,1,terrace,10.0,N.S,,7481.0,970731.0,9214.0,Accept,6
5,Fresh_Graduate,,10.0,yes,5,6,,5.0,,4.0,1,terrace,10.0,N.S,2.0,,1337629.0,,Reject,6
5,Fresh_Graduate,351490.0,24.0,no,5,6,19.0,5.0,2.0,4.0,1,terrace,,N.S,,,1249453.0,,Accept,8
5,Fresh_Graduate,505162.0,24.0,yes,5,6,,5.0,2.0,4.0,2,terrace,10.0,N.S,1.0,11368.0,1163213.0,10598.0,Accept,9
5,Fresh_Graduate,439643.0,21.0,no,5,6,19.0,5.0,2.0,,3,terrace,10.0,N.S,3.0,,1151717.0,,Accept,6
7,Fresh_Graduate,578752.0,19.0,yes,5,6,19.0,6.0,5.0,,2,condominium,10.0,Sarawak,3.0,,467818.0,,Accept,9
7,Fresh_Graduate,768786.0,,no,5,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,,7968.0,1123028.0,15816.0,Reject,6
7,Fresh_Graduate,607537.0,13.0,yes,5,6,19.0,,5.0,4.0,1,condominium,10.0,Sarawak,2.0,9498.0,1186354.0,13407.0,Accept,6
7,Fresh_Graduate,498850.0,,no,5,6,,6.0,5.0,4.0,2,condominium,10.0,Sarawak,,10281.0,502313.0,9994.0,Accept,9
7,Fresh_Graduate,284369.0,12.0,yes,5,6,19.0,6.0,,4.0,1,condominium,10.0,Sarawak,2.0,6442.0,,,Accept,6
7,Fresh_Graduate,733761.0,,no,5,6,,6.0,5.0,,2,condominium,,Sarawak,3.0,5028.0,966636.0,11727.0,Accept,8
7,Fresh_Graduate,448111.0,18.0,yes,5,6,,6.0,5.0,,2,condominium,10.0,Sarawak,,6336.0,643481.0,11580.0,Accept,6
7,Fresh_Graduate,574998.0,22.0,no,5,6,19.0,6.0,,4.0,1,condominium,10.0,Sarawak,,5157.0,1280253.0,19602.0,Accept,7
7,Fresh_Graduate,217840.0,14.0,yes,5,6,,6.0,5.0,4.0,3,condominium,10.0,Sarawak,,9799.0,1340350.0,13048.0,Accept,7
7,Fresh_Graduate,753710.0,14.0,no,5,6,19.0,6.0,,4.0,3,condominium,10.0,Sarawak,,,1322984.0,,Reject,7
7,Fresh_Graduate,728241.0,11.0,yes,5,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,2.0,11609.0,1136396.0,,Accept,6
7,Fresh_Graduate,541858.0,,no,5,6,19.0,6.0,,4.0,3,condominium,,Sarawak,2.0,5597.0,,15696.0,Accept,6
7,Fresh_Graduate,268616.0,,yes,5,6,19.0,,5.0,4.0,1,condominium,10.0,Sarawak,2.0,5109.0,770739.0,,Accept,9
7,Fresh_Graduate,573899.0,14.0,no,5,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,,6666.0,1376062.0,19352.0,Accept,7
7,Fresh_Graduate,428659.0,14.0,yes,5,6,19.0,,5.0,4.0,2,condominium,10.0,Sarawak,1.0,,969954.0,,Accept,8
7,Fresh_Graduate,391251.0,15.0,no,5,6,,,5.0,,3,condominium,10.0,Sarawak,1.0,12286.0,1270179.0,18599.0,Accept,7
7,Fresh_Graduate,,17.0,yes,5,6,19.0,,5.0,4.0,3,condominium,10.0,Sarawak,1.0,5293.0,739749.0,18531.0,Accept,7
7,Fresh_Graduate,558142.0,18.0,no,5,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sarawak,,6226.0,1380306.0,,Accept,8
7,Fresh_Graduate,,20.0,yes,5,6,19.0,6.0,,4.0,2,condominium,10.0,Sarawak,2.0,6926.0,1058859.0,18374.0,Accept,8
7,Fresh_Graduate,410035.0,,no,5,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,1.0,,1316141.0,,Accept,9
7,Fresh_Graduate,,22.0,yes,5,6,19.0,6.0,5.0,,1,condominium,10.0,Sabah,,3611.0,1155236.0,,Accept,9
7,Fresh_Graduate,,,no,5,6,,6.0,5.0,4.0,1,condominium,,Sabah,,5562.0,1003369.0,,Accept,9
7,Fresh_Graduate,139096.0,,yes,5,6,,6.0,5.0,4.0,3,condominium,10.0,Sabah,,3649.0,553642.0,12636.0,Reject,7
7,Fresh_Graduate,759439.0,20.0,no,5,6,,6.0,,4.0,3,condominium,,Sabah,3.0,3585.0,,,Reject,7
7,Fresh_Graduate,738805.0,20.0,yes,5,6,19.0,6.0,5.0,,1,condominium,10.0,Sabah,,9366.0,1142894.0,11068.0,Accept,6
7,Fresh_Graduate,300161.0,,no,5,6,,6.0,5.0,4.0,2,condominium,10.0,Sabah,3.0,10010.0,1191156.0,7598.0,Accept,8
7,Fresh_Graduate,340703.0,,yes,5,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,1.0,10678.0,876620.0,17602.0,Accept,7
7,Fresh_Graduate,481175.0,,no,5,6,,6.0,5.0,4.0,3,condominium,10.0,Sabah,,4503.0,867794.0,19883.0,Accept,8
7,Fresh_Graduate,471003.0,,yes,5,6,,6.0,,4.0,3,condominium,10.0,Sabah,1.0,9508.0,569021.0,19712.0,Accept,7
7,Fresh_Graduate,351965.0,18.0,no,5,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sabah,3.0,5215.0,989891.0,10670.0,Reject,9
7,Fresh_Graduate,,24.0,yes,5,6,,6.0,5.0,,3,condominium,,Sabah,3.0,,438805.0,,Accept,9
7,Fresh_Graduate,409440.0,14.0,no,5,6,19.0,6.0,,,2,condominium,10.0,Sabah,,,606667.0,,Accept,8
7,Fresh_Graduate,737666.0,,yes,5,6,19.0,,,,2,condominium,10.0,Sabah,,3619.0,1295323.0,,Accept,6
7,Fresh_Graduate,101667.0,16.0,no,5,6,19.0,,,4.0,2,condominium,10.0,Sabah,2.0,10288.0,506433.0,7797.0,Accept,9
7,Fresh_Graduate,721707.0,15.0,yes,5,6,19.0,6.0,,4.0,1,condominium,,Sabah,3.0,,1367722.0,,Reject,7
7,Fresh_Graduate,284312.0,15.0,no,5,6,19.0,6.0,,4.0,3,condominium,10.0,Sabah,1.0,11977.0,688883.0,12831.0,Accept,8
7,Fresh_Graduate,201156.0,10.0,yes,5,6,19.0,,,4.0,2,condominium,10.0,Sabah,3.0,4486.0,1037460.0,17220.0,Accept,9
7,Fresh_Graduate,160790.0,15.0,no,5,6,19.0,6.0,,4.0,1,condominium,10.0,Sabah,,8971.0,970760.0,15344.0,Accept,9
7,Fresh_Graduate,479484.0,18.0,yes,5,6,,6.0,5.0,,3,condominium,10.0,Sabah,2.0,,682804.0,16561.0,Accept,6
7,Fresh_Graduate,125399.0,19.0,no,5,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sabah,,12010.0,,18315.0,Reject,6
7,Fresh_Graduate,225481.0,18.0,yes,5,6,,,5.0,4.0,3,condominium,10.0,SWK,,4167.0,1092550.0,,Accept,6
7,Fresh_Graduate,699872.0,13.0,no,5,6,19.0,6.0,5.0,,2,condominium,,SWK,2.0,5869.0,1183955.0,13084.0,Accept,9
7,Fresh_Graduate,,18.0,yes,5,6,19.0,6.0,5.0,4.0,2,condominium,10.0,SWK,3.0,8497.0,929346.0,,Accept,8
7,Fresh_Graduate,771554.0,12.0,no,5,6,19.0,6.0,,,1,condominium,10.0,SWK,3.0,9566.0,548085.0,,Reject,7
7,Fresh_Graduate,514818.0,,yes,5,6,19.0,,5.0,4.0,1,condominium,10.0,SWK,2.0,,903341.0,,Accept,9
7,Fresh_Graduate,582544.0,16.0,no,5,6,,6.0,5.0,4.0,3,condominium,,SWK,,8122.0,746439.0,11220.0,Reject,6
7,Fresh_Graduate,,12.0,yes,5,6,19.0,6.0,5.0,,2,condominium,,SWK,,9997.0,808201.0,,Accept,8
7,Fresh_Graduate,,19.0,no,5,6,19.0,,5.0,,3,condominium,10.0,SWK,2.0,,770828.0,18882.0,Accept,9
7,Fresh_Graduate,470315.0,12.0,yes,5,6,19.0,,,,1,condominium,10.0,SWK,2.0,5318.0,872787.0,,Accept,8
7,Fresh_Graduate,625964.0,,no,5,6,,6.0,,,3,condominium,10.0,SWK,1.0,9676.0,587313.0,,Reject,6
7,Fresh_Graduate,,20.0,yes,5,6,19.0,6.0,,4.0,2,condominium,10.0,SWK,1.0,11520.0,1192369.0,16018.0,Accept,6
7,Fresh_Graduate,203642.0,,no,5,6,19.0,6.0,5.0,4.0,1,condominium,10.0,SWK,2.0,12431.0,1370286.0,,Reject,9
7,Fresh_Graduate,757564.0,,yes,5,6,,6.0,5.0,4.0,1,condominium,10.0,SWK,,8350.0,1065858.0,11005.0,Accept,6
7,Fresh_Graduate,256395.0,,no,5,6,19.0,6.0,,,3,condominium,10.0,SWK,,9972.0,1318379.0,13302.0,Accept,6
7,Fresh_Graduate,101673.0,,yes,5,6,19.0,6.0,5.0,,1,condominium,10.0,SWK,2.0,8561.0,1305334.0,18589.0,Accept,7
7,Fresh_Graduate,373000.0,15.0,no,5,6,19.0,6.0,,4.0,1,condominium,,SWK,3.0,,548893.0,15515.0,Accept,7
7,Fresh_Graduate,369403.0,13.0,yes,5,6,19.0,6.0,5.0,,2,condominium,10.0,SWK,2.0,,1075948.0,11357.0,Reject,6
7,Fresh_Graduate,249722.0,11.0,no,5,6,19.0,,5.0,4.0,1,condominium,10.0,SWK,2.0,11583.0,900209.0,,Reject,8
7,Fresh_Graduate,539447.0,23.0,yes,5,6,19.0,,5.0,4.0,1,condominium,,SWK,1.0,3765.0,1341072.0,12767.0,Accept,8
7,Fresh_Graduate,,10.0,no,5,6,,,5.0,4.0,1,condominium,,SWK,2.0,12510.0,1002611.0,,Reject,8
7,Fresh_Graduate,124485.0,23.0,yes,5,6,19.0,6.0,5.0,,3,condominium,10.0,Trengganu,3.0,10110.0,964199.0,,Reject,6
7,Fresh_Graduate,313673.0,19.0,no,5,6,19.0,,5.0,,1,condominium,10.0,Trengganu,1.0,,813007.0,8706.0,Accept,6
7,Fresh_Graduate,,13.0,yes,5,6,19.0,6.0,,,1,condominium,10.0,Trengganu,,10339.0,1161759.0,12614.0,Accept,9
7,Fresh_Graduate,364328.0,,no,5,6,,6.0,5.0,,3,condominium,,Trengganu,,4784.0,1274858.0,10804.0,Accept,9
7,Fresh_Graduate,751023.0,13.0,yes,5,6,19.0,6.0,5.0,,3,condominium,10.0,Trengganu,2.0,12119.0,845520.0,10383.0,Accept,9
